,conversation_id_str,created_at,favorite_count,full_text,id_str,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,translated_text
63,1.81663e+18,Fri Jul 26 00:39:25 +0000 2024,11,D 28 สวัสดีเช้าวันศุกร์ค่ะ NARCISSISM BY NA JAEMIN,1.81663e+18,und,0,2,30,https://x.com/sunflower_njm/status/1816634393009811807,8.9414e+17,sunflower_njm,D 28 Good Friday morning NARCISSISM BY NA JAEMIN
64,1.81662e+18,Fri Jul 26 00:01:37 +0000 2024,215,28 days with NARCISSISM RT REPLY WITH NARCISSISM BY NA JAEMIN,1.81662e+18,en,0,90,109,https://x.com/NJM_File/status/1816624879648801090,1.55164e+18,NJM_File,28 days with NARCISSISM RT REPLY WITH NARCISSISM BY NA JAEMIN
65,1.81663e+18,Fri Jul 26 00:33:05 +0000 2024,0,D 28 NARCISSISM BY NA JAEMIN,1.81663e+18,tl,0,0,4,https://x.com/jamna138/status/1816632799748850023,1.65741e+18,jamna138,D 28 NARCISSISM BY NA JAEMIN
66,1.81664e+18,Fri Jul 26 00:47:38 +0000 2024,112,day 28 with NARCISSISM BY NA JAEMIN 1 mention for jaemin,1.81664e+18,en,0,125,290,https://x.com/thereisjaemin/status/1816636463230124400,1.17487e+18,thereisjaemin,day 28 with NARCISSISM BY NA JAEMIN 1 mention for jaemin
67,1.81664e+18,Fri Jul 26 00:42:35 +0000 2024,0,28 days with narcissism NARCISSISM BY NA JAEMIN,1.81664e+18,en,0,1,0,https://x.com/happyvibeee/status/1816635191815033031,1023149071.0,happyvibeee,28 days with narcissism NARCISSISM BY NA JAEMIN
68,1.81663e+18,Fri Jul 26 00:28:48 +0000 2024,15,Day28 วันศุกร์แล้วคุณช่างภาพคนเก่ง มานับถอยหลังแล้ว ขอให้งานราบรื่นมีคนรักคนชอบเยอะๆ ขอให้ปังๆๆ มีโอกาสอีกเยอะๆ พวกเราภูมิใจในตัวแจมินนะ ร้ากแก NARCISSISM BY NA JAEMIN,1.81663e+18,th,0,4,44,https://x.com/NanaJMrabbit/status/1816631723448484094,1.42931e+18,NanaJMrabbit,"Day28 It's Friday, you talented photographer. The countdown has come. May your work go smoothly and have many people who love and like you. May you be successful and have many more opportunities. We are proud of Jaemin. I love you. NARCISSISM BY NA JAEMIN."
69,1.81663e+18,Fri Jul 26 00:22:13 +0000 2024,7,DAY 28 วันศุกร์แห่งชาติ ขอให้ทุกคนมีวันที่ราบรื่น have a good day NARCISSISM BY NA JAEMIN,1.81663e+18,und,0,2,18,https://x.com/beembaebae/status/1816630065150722400,1.68643e+18,beembaebae,DAY 28 National Friday May everyone have a smooth day. Have a good day NARCISSISM BY NA JAEMIN
70,1.81663e+18,Fri Jul 26 00:10:12 +0000 2024,20,นิทรรศการวันที่ 28 ขอให้เป็นวันที่ทุกอย่างราบรื่นๆ ได้รับความรักที่ดีเยอะๆ เลยนะคับ NARCISSISM BY NA JAEMIN,1.81663e+18,th,0,6,49,https://x.com/ykjamseul/status/1816627041619574976,1.10619e+18,ykjamseul,Exhibition on the 28th. May everything go smoothly. Receive a lot of good love. NARCISSISM BY NA JAEMIN
71,1.81664e+18,Fri Jul 26 00:57:03 +0000 2024,1,Day 28 Narcissism NARCISSISM BY NA JAEMIN,1.81664e+18,tl,0,3,0,https://x.com/ABLinenahyuck/status/1816638829673271492,1.27497e+18,ABLinenahyuck,Day 28 Narcissism NARCISSISM BY NA JAEMIN
72,1.81663e+18,Fri Jul 26 00:18:06 +0000 2024,0,DAY 28 WITH NARCISSISM NARCISSISM BY NA JAEMIN,1.81663e+18,en,0,1,0,https://x.com/reneeraise/status/1816629027249226153,2833707925.0,reneeraise,DAY 28 WITH NARCISSISM NARCISSISM BY NA JAEMIN
73,1.81664e+18,Fri Jul 26 00:54:28 +0000 2024,3,day28 วันนี้ขอให้บอสนายิ้ม หัวเราะมากกว่าที่เคย เป็นวันที่ดีทุกสิ่งทุกอย่างราบรื่น และขอให้บอสนาสดใสแบบนี้ในทุกๆวันน้าคนเก่งง NARCISSISM BY NA JAEMIN,1.81664e+18,th,0,0,3,https://x.com/swicebear_/status/1816638183003898207,1.15176e+18,swicebear_,"day28 Today, I want Boss Na to smile. Laugh more than ever It was a good day, everything went smoothly. And I hope Boss Na will be bright like this every day. NARCISSISM BY NA JAEMIN"
74,1.81663e+18,Fri Jul 26 00:20:49 +0000 2024,15,day 28 good morning jaemin NARCISSISM BY NA JAEMIN,1.81663e+18,en,0,5,29,https://x.com/babynanameow_/status/1816629713332482237,1.73492e+18,babynanameow_,day 28 good morning jaemin NARCISSISM BY NA JAEMIN
75,1.81663e+18,Fri Jul 26 00:27:48 +0000 2024,0,DAY 28 with NARCISSISM NARCISSISM BY NA JAEMIN,1.81663e+18,en,0,1,0,https://x.com/813nanaa/status/1816631468506136696,1.37762e+18,813nanaa,DAY 28 with NARCISSISM NARCISSISM BY NA JAEMIN
76,1.81663e+18,Fri Jul 26 00:40:22 +0000 2024,0,Day 28 NARCISSISM JAEMIN PHOTOGRAPHER DEBUT,1.81663e+18,en,0,0,0,https://x.com/baenachii/status/1816634633095905784,1.52982e+18,baenachii,Day 28 NARCISSISM JAEMIN PHOTOGRAPHER DEBUT
77,1.81663e+18,Fri Jul 26 00:15:39 +0000 2024,1,Day 28 NARCISSISM NARCISSISM BY NA JAEMIN,1.81663e+18,tl,0,7,0,https://x.com/sslm_na13/status/1816628411449901407,1.4474e+18,sslm_na13,Day 28 NARCISSISM NARCISSISM BY NA JAEMIN
78,1.81662e+18,Fri Jul 26 00:00:00 +0000 2024,5,สวัสดีนิทรรศการวันที่ 28 ค่ะ อีกแค่ไม่กี่วันนิทรรศการก็จะจบแล้วค่ะ เวลาผ่านไปไวมากๆเลยㅜㅜ ไม่ว่ายังงัยขอให้วันนี้เป็นที่ดีของแจมินและทุกคนนะคะ อย่าลืมทานข้าวนัา มาบุสบุสส่งความรักให้แจมินกันค่ะ NARCISSISM BY NA JAEMIN,1.81662e+18,th,0,3,16,https://x.com/twyu__/status/1816624473438593203,1.25408e+18,twyu__,"Hello exhibition day 28. Just a few more days and the exhibition will be over. Time has passed so quicklyㅜㅜ No matter what, I hope today is good for Jaemin and everyone. Don't forget to eat. Let's come busbus and send love to Jaemin. NARCISSISM BY NA JAEMIN"
79,1.81736e+18,Sun Jul 28 00:36:38 +0000 2024,721,drop for jaemin day 30 narcissism NARCISSISM BY NA JAEMIN,1.81736e+18,en,2,263,438,https://x.com/jungshasa/status/1817358468166398038,1.30762e+18,jungshasa,drop for jaemin day 30 narcissism NARCISSISM BY NA JAEMIN
80,1.81739e+18,Sun Jul 28 03:00:08 +0000 2024,600,[] Today marks the 30th day of NARCISSISM JAEMIN 1st PHOTO EXHIBITION RT REPLY ‼ NARCISSISM BY NA JAEMIN,1.81739e+18,en,3,172,573,https://x.com/813UPDATES/status/1817394581530660948,8.46968e+17,813UPDATES,[] Today marks the 30th day of NARCISSISM JAEMIN 1st PHOTO EXHIBITION RT REPLY ‼ NARCISSISM BY NA JAEMIN
81,1.81742e+18,Sun Jul 28 04:54:41 +0000 2024,348,NARCISSISM JAEMIN 1st PHOTO EXHIBITION,1.81742e+18,en,0,0,207,https://x.com/8NAJAEM1N3/status/1817423407270744202,1.39188e+18,8NAJAEM1N3,NARCISSISM JAEMIN 1st PHOTO EXHIBITION
82,1.81735e+18,Sun Jul 28 00:15:44 +0000 2024,309,a thread of the very adorable markhyuck moments we got thanks to jaemin s narcissism e hibition,1.81735e+18,en,0,1,101,https://x.com/markyourhaert/status/1817353209272488061,1.72032e+18,markyourhaert,a thread of the very adorable markhyuck moments we got thanks to jaemin s narcissism e hibition
83,1.81768e+18,Sun Jul 28 21:59:36 +0000 2024,301,WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN,1.81768e+18,en,1,12,57,https://x.com/RiskadwiR56527/status/1817681337538781365,1.70555e+18,RiskadwiR56527,WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN WE LOVE YOU NA JAEMIN
84,1.81739e+18,Sun Jul 28 02:23:36 +0000 2024,336,A MONTHVERSARY OF NARCISSISM NARCISSISM BY NA JAEMIN,1.81739e+18,en,1,88,228,https://x.com/seimeizu/status/1817385389772189959,1503820092.0,seimeizu,A MONTHVERSARY OF NARCISSISM NARCISSISM BY NA JAEMIN
85,1.81757e+18,Sun Jul 28 14:52:10 +0000 2024,62,Terima kasih sudah jajan komis disini ya,1.81757e+18,in,2,1,41,https://x.com/Artatih_/status/1817573772360298808,1.33337e+18,Artatih_,Thank you for snacking on commis here
86,1.81755e+18,Sun Jul 28 13:00:58 +0000 2024,24,Finally i uploaded this video This a short tour inside PB Narcissism Magazine ver from Jaemin E hibition So beautiful,1.81755e+18,en,0,2,1,https://x.com/MissPark275/status/1817545785606856846,1.55232e+18,MissPark275,Finally i uploaded this video This a short tour inside PB Narcissism Magazine ver from Jaemin E hibition So beautiful
87,1.81758e+18,Sun Jul 28 15:33:36 +0000 2024,2,NARCISSISM PHOTO EXHIBIT BY JAEMIN im just so happy that i managed to squeezed in this visit despite having a hectic sched everything was worth it,1.81758e+18,en,0,1,0,https://x.com/yellowcaardd/status/1817584195876843978,1.38298e+18,yellowcaardd,NARCISSISM PHOTO EXHIBIT BY JAEMIN im just so happy that i managed to squeezed in this visit despite having a hectic sched everything was worth it
88,1.8175e+18,Sun Jul 28 09:52:13 +0000 2024,0,want to sell wts na jaemin narcissism 330k lp ster mark haechan jeno 90k card cover jeno jaemin take all 170k ◇ e clude adm 9 link co semarang ina wts lfb nct dream lp ster card cover narcissism merchandise,1.8175e+18,en,1,1,0,https://x.com/_orenjiii/status/1817498284019327119,1.44277e+18,_orenjiii,want to sell wts na jaemin narcissism 330k lp ster mark haechan jeno 90k card cover jeno jaemin take all 170k ◇ e clude adm 9 link co semarang ina wts lfb nct dream lp ster card cover narcissism merchandise
89,1.8174e+18,Sun Jul 28 03:36:35 +0000 2024,3,udah yaa jangan oversharing NARCISSISM BY NA JAEMIN,1.8174e+18,in,0,0,3,https://x.com/ropirupi___/status/1817403755127828557,1.38868e+18,ropirupi___,"OK, don't overshare NARCISSISM BY NA JAEMIN"
90,1.81737e+18,Sun Jul 28 01:07:57 +0000 2024,1,DAY 30 NARCISSISM NARCISSISM BY NA JAEMIN,1.81737e+18,tl,0,0,0,https://x.com/usahananaa/status/1817366351054565841,1.29376e+18,usahananaa,DAY 30 NARCISSISM NARCISSISM BY NA JAEMIN
91,1.81759e+18,Sun Jul 28 16:06:50 +0000 2024,431,dri kmren di hantam sana sini pertanda jaemin cb actor jaemin magazine jaemin solo semakin di depan ‍,1.81759e+18,in,1,5,116,https://x.com/najee813/status/1817592561265197473,1.79041e+18,najee813,from kmren being hit here and there is a sign that jaemin cb actor jaemin magazine jaemin solo is getting ahead ‍
92,1.81743e+18,Sun Jul 28 05:21:56 +0000 2024,107,7월의 마지막 주말에도,1.81743e+18,ko,0,0,49,https://x.com/narshmallow813/status/1817430265104670817,1.11333e+18,narshmallow813,Even on the last weekend of July
93,1.8176e+18,Sun Jul 28 16:28:10 +0000 2024,0,¨· ·¨ `· ɴᴀʀᴄɪssɪsᴍ ° ﾟ,1.8176e+18,und,0,0,2,https://x.com/na_jaemin0813b/status/1817597931043860768,1.69694e+18,na_jaemin0813b,¨· ·¨ `· ɴᴀʀᴄɪssɪsᴍ ° ﾟ
94,1.81738e+18,Sun Jul 28 02:09:58 +0000 2024,1,แจมินคือความภาคภูมิใจของนานะดุงงี่ นานะบารากิ NARCISSISM BY NA JAEMIN,1.81738e+18,th,0,0,2,https://x.com/jaocherx/status/1817381956331634807,1.07639e+18,jaocherx,Jaemin is the pride of Nana Dungee Nana Baraki NARCISSISM BY NA JAEMIN
95,1.81737e+18,Sun Jul 28 01:15:32 +0000 2024,296,NARCISSISM BY NA JAEMIN,1.81737e+18,tl,0,55,125,https://x.com/jjarchiv/status/1817368256300417128,8.45946e+17,jjarchiv,NARCISSISM BY NA JAEMIN
96,1.81735e+18,Sun Jul 28 00:13:53 +0000 2024,351,CRYING TODAY IS The thirtieth day with NARCISSISM NARCISSISM BY NA JAEMIN,1.81735e+18,en,1,93,236,https://x.com/NJM_File/status/1817352744325255331,1.55164e+18,NJM_File,CRYING TODAY IS The thirtieth day with NARCISSISM NARCISSISM BY NA JAEMIN
97,1.81748e+18,Sun Jul 28 08:52:00 +0000 2024,27,i am so honored to have witnessed your passion and hard work more than loving you i love myself for being so brave and go even against myself to be here sharing this moment with you JAEMIN PHOTOGRAPHER DEBUT,1.81748e+18,en,0,2,0,https://x.com/samokitties/status/1817483131009814829,34436276.0,samokitties,i am so honored to have witnessed your passion and hard work more than loving you i love myself for being so brave and go even against myself to be here sharing this moment with you JAEMIN PHOTOGRAPHER DEBUT
98,1.81824e+18,Tue Jul 30 11:03:27 +0000 2024,3746,NARCISSISM 1st PHOTO EXHIBITION Limited Edition Artwork will be on sale More info,1.81824e+18,en,1284,5,2437,https://x.com/NCTDREAMCENTER/status/1818240989888434552,9.56136e+17,NCTDREAMCENTER,NARCISSISM 1st PHOTO EXHIBITION Limited Edition Artwork will be on sale More info
99,1.81824e+18,Tue Jul 30 11:03:38 +0000 2024,1066,nct GUYSSS FRAME NARCISSISM YANG BAKAL DIJUAL HARGANYA 6 7 JUTAAN INI BAKAL DI DONASIIN SEMUA YAAAAH PROFITNYA DONASI DARI PEMBELI JAEMIN DREAMIES,1.81824e+18,in,85,58,158,https://x.com/nct_menfess/status/1818241032573854157,1.27501e+18,nct_menfess,nct GUYSSS THE NARCISSISM FRAME WHICH WILL BE SOLD FOR 6 7 MILLION WILL BE ALL DONATIONED YAAAAH PROFITS ARE DONATIONS FROM BUYERS JAEMIN DREAMIES
100,1.81811e+18,Tue Jul 30 02:28:33 +0000 2024,3225,narcissism is the best thing that ever happened to me as a nanadoongie i will forever be proud and happy for jaemin finally his dream came true WE LOVE YOU PHOTOGRAPHER JAEMIN,1.81811e+18,en,22,6,1301,https://x.com/jaeminners/status/1818111409026449867,1.31052e+18,jaeminners,narcissism is the best thing that ever happened to me as a nanadoongie i will forever be proud and happy for jaemin finally his dream came true WE LOVE YOU PHOTOGRAPHER JAEMIN
101,1.81826e+18,Tue Jul 30 12:24:58 +0000 2024,18,写真展ストーリーで、あまりにもかわいかったチョンロまとめ 猫耳パーカーチョンロ 豚の耳みたい 豚の耳 w あらら ジェミンによしよしされる拗ねチョンロ,1.81826e+18,ja,0,1,1,https://x.com/4cfc8afb40a7be1/status/1818261500429205591,1.54126e+18,4cfc8afb40a7be1,"A summary of the cute Chonro in the photo exhibition story Cat ear hoodie Chonro Looks like a pig's ears Pig ears lol Oh my goodness, Jaemin's cute Chonro"
102,1.81825e+18,Tue Jul 30 11:53:02 +0000 2024,17,[rt like are very appreciate] FREEBIES ONLINE BIRTHDAY MARK JAEMIN How to claim Please read the rules on pict Link Preview rilpict nya cek distingan aku ini yaa,1.81825e+18,en,0,4,18,https://x.com/matchaaanana/status/1818253468181958844,1.78267e+18,matchaaanana,[rt like are very appreciate] FREEBIES ONLINE BIRTHDAY MARK JAEMIN How to claim Please read the rules on pict Link Preview rilpict nya cek distingan aku ini yaa
103,1.81824e+18,Tue Jul 30 11:01:24 +0000 2024,338,Narcissism artwork frame Thank you Jaemin,1.81824e+18,en,66,0,148,https://x.com/jenowley/status/1818240473951338973,1.34034e+18,jenowley,Narcissism artwork frame Thank you Jaemin
104,1.81818e+18,Tue Jul 30 06:51:27 +0000 2024,92,The amount of jeno photos in that tiny room NARCISSISM BY NA JAEMIN,1.81818e+18,en,0,0,9,https://x.com/bhabydoll14/status/1818177569398878504,30614830.0,bhabydoll14,The amount of jeno photos in that tiny room NARCISSISM BY NA JAEMIN
105,1.81808e+18,Tue Jul 30 00:09:40 +0000 2024,1308,DROP the tags nanadoongie NARCISSISM BY NA JAEMIN,1.81808e+18,tl,2,319,629,https://x.com/NJM_File/status/1818076456238403647,1.55164e+18,NJM_File,DROP the tags nanadoongie NARCISSISM BY NA JAEMIN
106,1.81831e+18,Tue Jul 30 15:20:32 +0000 2024,5,narcissism LPs mark and haechan through jaemin s lenses,1.81831e+18,en,0,0,1,https://x.com/lmrk0802/status/1818305684611666097,1.55048e+18,lmrk0802,narcissism LPs mark and haechan through jaemin s lenses
107,1.81811e+18,Tue Jul 30 02:34:53 +0000 2024,17,The photo at the e hibit are all beautiful and I have a few favorites It just sucks coz I can t take photos without glares lol But this is my top 4 NARCISSISM BY NA JAEMIN,1.81811e+18,en,0,1,4,https://x.com/bhabydoll14/status/1818113002723504128,30614830.0,bhabydoll14,The photo at the e hibit are all beautiful and I have a few favorites It just sucks coz I can t take photos without glares lol But this is my top 4 NARCISSISM BY NA JAEMIN
108,1.81823e+18,Tue Jul 30 10:17:05 +0000 2024,77,Photographer Jaemin thank you so much for sharing your youth filled with dream with us NARCISSISM BY NA JAEMIN,1.81823e+18,en,0,0,14,https://x.com/annyeongYunossi/status/1818229321284423784,1.37931e+18,annyeongYunossi,Photographer Jaemin thank you so much for sharing your youth filled with dream with us NARCISSISM BY NA JAEMIN
109,1.81809e+18,Tue Jul 30 01:05:29 +0000 2024,513,drop for day 32 narcissism by photographer jaemin NARCISSISM BY NA JAEMIN,1.81809e+18,en,3,194,329,https://x.com/jungshasa/status/1818090504359391356,1.30762e+18,jungshasa,drop for day 32 narcissism by photographer jaemin NARCISSISM BY NA JAEMIN
110,1.81831e+18,Tue Jul 30 15:39:27 +0000 2024,33,Secured all non sold out items for for those that are sold out i will issue a refund once im back to Malaysia,1.81831e+18,en,1,0,2,https://x.com/NANATlON/status/1818310444521853276,1.16024e+18,NANATlON,Secured all non sold out items for for those that are sold out i will issue a refund once im back to Malaysia
111,1.81824e+18,Tue Jul 30 11:15:53 +0000 2024,60,[] NARCISSISM JAEMIN 1st PHOTO EXHIBITION ARTWORK [Limited Edition] ONLINE SALES NOTICE,1.81824e+18,en,7,0,42,https://x.com/813UPDATES/status/1818244118197543123,8.46968e+17,813UPDATES,[] NARCISSISM JAEMIN 1st PHOTO EXHIBITION ARTWORK [Limited Edition] ONLINE SALES NOTICE
112,1.81808e+18,Tue Jul 30 00:25:06 +0000 2024,188,omg i m so emotional rn narcissism was one of the best things that ever happened to nanabaragis our boy is so talented and loved we re so proud of photographer na jaemin NARCISSISM BY NA JAEMIN,1.81808e+18,en,2,43,142,https://x.com/bypinkki/status/1818080343049773137,1.78769e+18,bypinkki,omg i m so emotional rn narcissism was one of the best things that ever happened to nanabaragis our boy is so talented and loved we re so proud of photographer na jaemin NARCISSISM BY NA JAEMIN
113,1.81811e+18,Tue Jul 30 02:16:59 +0000 2024,839,last day to use these tags let s boost it as much as ssible today NARCISSISM BY NA JAEMIN,1.81811e+18,en,10,270,411,https://x.com/jjarchiv/status/1818108498598875607,8.45946e+17,jjarchiv,last day to use these tags let s boost it as much as ssible today NARCISSISM BY NA JAEMIN
114,1.81824e+18,Tue Jul 30 11:08:34 +0000 2024,462,According to the artist s wishes 100 of the proceeds from the sale will be donated NARCISSISM BY NA JAEMIN,1.81824e+18,en,65,0,344,https://x.com/hourlyjaeminn/status/1818242276419846246,1.54612e+18,hourlyjaeminn,According to the artist s wishes 100 of the proceeds from the sale will be donated NARCISSISM BY NA JAEMIN
115,1.81813e+18,Tue Jul 30 03:33:54 +0000 2024,30,narcissism by photographer jaemin NARCISSISM BY NA JAEMIN,1.81813e+18,en,0,5,7,https://x.com/82venfairy/status/1818127854875631706,1.36518e+18,82venfairy,narcissism by photographer jaemin NARCISSISM BY NA JAEMIN
116,1.81825e+18,Tue Jul 30 11:35:28 +0000 2024,3,According to the artist s wishes 100 of the proceeds from the sale will be donated keren banget jaemin NARCISSISM BY NA JAEMIN,1.81825e+18,en,0,0,1,https://x.com/yongqinjm/status/1818249043593822653,1.56661e+18,yongqinjm,According to the artist s wishes 100 of the proceeds from the sale will be donated keren banget jaemin NARCISSISM BY NA JAEMIN
117,1.81807e+18,Tue Jul 30 00:03:01 +0000 2024,1098,Drop tags for narcissism before it ends NARCISSISM BY NA JAEMIN,1.81807e+18,en,22,486,753,https://x.com/hourlyjaeminn/status/1818074786658140527,1.54612e+18,hourlyjaeminn,Drop tags for narcissism before it ends NARCISSISM BY NA JAEMIN
118,1.81808e+18,Tue Jul 30 00:04:27 +0000 2024,29,Finally I m going to see Jaemin s e hibit I didn t think I d ever make it here but better late than never,1.81808e+18,en,0,1,0,https://x.com/bhabydoll14/status/1818075147062161863,30614830.0,bhabydoll14,Finally I m going to see Jaemin s e hibit I didn t think I d ever make it here but better late than never
119,1.81808e+18,Tue Jul 30 00:08:33 +0000 2024,0,NARCISSISM BY NA JAEMIN,1.81808e+18,tl,0,0,0,https://x.com/Yagami_Reni/status/1818076175954231451,363744858.0,Yagami_Reni,NARCISSISM BY NA JAEMIN
120,1.81808e+18,Tue Jul 30 00:09:07 +0000 2024,6,Day 32 NARCISSISM NARCISSISM BY NA JAEMIN,1.81808e+18,tl,0,16,1,https://x.com/Yunterm/status/1818076318254383176,1.23303e+18,Yunterm,Day 32 NARCISSISM NARCISSISM BY NA JAEMIN
121,1.81808e+18,Tue Jul 30 00:04:25 +0000 2024,1,NARCISSISM BY NA JAEMIN,1.81808e+18,tl,0,0,1,https://x.com/user13082000_/status/1818075136832242152,1.46808e+18,user13082000_,NARCISSISM BY NA JAEMIN
122,1.81807e+18,Tue Jul 30 00:04:09 +0000 2024,0,NARCISSISM BY NA JAEMIN,1.81808e+18,tl,0,0,0,https://x.com/user13082000_/status/1818075071057142160,1.46808e+18,user13082000_,NARCISSISM BY NA JAEMIN
123,1.81807e+18,Tue Jul 30 00:04:20 +0000 2024,0,NARCISSISM BY NA JAEMIN,1.81808e+18,tl,0,0,0,https://x.com/Sailorneww/status/1818075117517524999,473937879.0,Sailorneww,NARCISSISM BY NA JAEMIN
124,1.81807e+18,Tue Jul 30 00:00:10 +0000 2024,0,D 32 NARCISSISM BY NA JAEMIN,1.81807e+18,tl,0,0,0,https://x.com/jlynrj/status/1818074066542272684,1.43042e+18,jlynrj,D 32 NARCISSISM BY NA JAEMIN
128,1.81807e+18,Tue Jul 30 00:04:13 +0000 2024,0,NARCISSISM BY NA JAEMIN,1.81808e+18,tl,0,0,0,https://x.com/ffrongg_/status/1818075085485523352,1.25862e+18,ffrongg_,NARCISSISM BY NA JAEMIN
131,1.81808e+18,Tue Jul 30 00:04:55 +0000 2024,0,ใกล้จะจบนิทรรศการแล้วค้าบบบ ต้องคิดถึงมากแน่ ๆ ขอให้ราบรื่นผ่านไปได้ด้วยดีค้าบบ NARCISSISM BY NA JAEMIN,1.81808e+18,th,0,0,0,https://x.com/Juvliae/status/1818075260652318896,1.70273e+18,Juvliae,It's almost the end of the exhibition. I will definitely miss you a lot. May it go smoothly. NARCISSISM BY NA JAEMIN
