ID,conversation_id_str,created_at,favorite_count,full_text,id_str,lang,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,translated_text,sentiment
276,1.81E+18,Sat Jun 29 00:46:21 +0000 2024,0,I AM SO READY TODAY IS NARCISSISM DAY JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/bbynbkh/status/1806851665087320083,1.20E+18,bbynbkh,I AM SO READY TODAY IS NARCISSISM DAY JAEMIN PHOTOGRAPHER DEBUT,Positive
277,1.81E+18,Sat Jun 29 00:47:15 +0000 2024,0,today is the day JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/najaemstr/status/1806851893446201410,1.37E+18,najaemstr,today is the day JAEMIN PHOTOGRAPHER DEBUT,Positive
278,1.81E+18,Sat Jun 29 00:49:20 +0000 2024,0,words cant even describe how proud i am of you Jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/jederojaemitke/status/1806852415511228636,1.30E+18,jederojaemitke,words cant even describe how proud i am of you Jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
279,1.81E+18,Sat Jun 29 00:48:48 +0000 2024,1,D Day Congratulations Jaemin We re so proud of you JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/bunnanajun/status/1806852283210305962,1.61E+18,bunnanajun,D Day Congratulations Jaemin We re so proud of you JAEMIN PHOTOGRAPHER DEBUT,Positive
280,1.81E+18,Sat Jun 29 00:42:01 +0000 2024,0,ยินดีกับการเปิดตัวนิทรรศการภาพถ่ายครั้งแรกของแจมิน NARCISSISM ที่รวบรวมความเป็นน้องดรีมทุกช่วงเวลาผ่านสายตาของแจมิน ขอให้ทุกอย่างราบรื่นนะค้าบคนเก่ง JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/ssaylala_/status/1806850577424584795,1.36E+18,ssaylala_,"Congratulations on the launch of Jaemin's first photography exhibition, NARCISSISM, which captures every moment of Nong Dream through Jaemin's eyes. I hope everything goes smoothly, smart person. JAEMIN PHOTOGRAPHER DEBUT",Positive
281,1.81E+18,Sat Jun 29 00:40:42 +0000 2024,1,Proud is an understatement JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/eds_kjm/status/1806850244455403938,2969135514,eds_kjm,Proud is an understatement JAEMIN PHOTOGRAPHER DEBUT,Positive
282,1.81E+18,Sat Jun 29 00:41:40 +0000 2024,0,jaemin keren sedunia JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,in,0,0,0,https://x.com/blujaems/status/1806850488513761411,1481018916,blujaems,Jaemin is the world's coolest JAEMIN PHOTOGRAPHER DEBUT,Positive
283,1.81E+18,Sat Jun 29 00:40:24 +0000 2024,0,I m inspired to share my random sky photos One of them won during jaemin adobe collab contest I was still able to use the prize until now for my freelance job JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/Lyoonhan/status/1806850169260085569,264806114,Lyoonhan,I m inspired to share my random sky photos One of them won during jaemin adobe collab contest I was still able to use the prize until now for my freelance job JAEMIN PHOTOGRAPHER DEBUT,Positive
284,1.81E+18,Sat Jun 29 00:41:42 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/cegukanana/status/1806850494457069791,1494652256,cegukanana,JAEMIN PHOTOGRAPHER DEBUT,Positive
285,1.81E+18,Sat Jun 29 00:41:43 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,1,https://x.com/stroberijaemm/status/1806850501801377995,1.03E+18,stroberijaemm,JAEMIN PHOTOGRAPHER DEBUT,Positive
286,1.81E+18,Sat Jun 29 00:40:43 +0000 2024,0,PROUD OF YOU NA JAEMIN JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/supremynjm/status/1806850246687023105,1.34E+18,supremynjm,PROUD OF YOU NA JAEMIN JAEMIN PHOTOGRAPHER DEBUT,Positive
287,1.81E+18,Sat Jun 29 00:28:52 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/138carts/status/1806847267623907558,1.75E+18,138carts,JAEMIN PHOTOGRAPHER DEBUT,Positive
288,1.81E+18,Sat Jun 29 00:40:30 +0000 2024,0,D DAY SO PROUD JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,8,0,https://x.com/rem_arkstar/status/1806850191741632530,1.41E+18,rem_arkstar,D DAY SO PROUD JAEMIN PHOTOGRAPHER DEBUT,Positive
289,1.81E+18,Sat Jun 29 00:41:32 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/axejaem/status/1806850455785632080,1.68E+18,axejaem,JAEMIN PHOTOGRAPHER DEBUT,Positive
290,1.81E+18,Sat Jun 29 00:38:40 +0000 2024,0,ขอแสดงความยินดีกับนิทรรศการครั้งแรกของช่างภาพนาแจมินด้วยนะคะ ประสบความสำเร็จตามที่ตั้งใจไว้เลยนะ เก่งมากๆเลย JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/onyour_mayy/status/1806849731412533496,7.25E+17,onyour_mayy,Congratulations on photographer Na Jae Min's first exhibition. You were successful as you intended. Very talented. JAEMIN PHOTOGRAPHER DEBUT,Positive
291,1.81E+18,Sat Jun 29 00:39:30 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/jaemincollect_/status/1806849941635272798,1.35E+18,jaemincollect_,JAEMIN PHOTOGRAPHER DEBUT,Positive
292,1.81E+18,Sat Jun 29 00:41:08 +0000 2024,1,TODAY IS THE DAY JAEMIN 1ST PHOTO EXHIBITION,1.81E+18,en,0,0,0,https://x.com/mygeminist/status/1806850353704624460,1.62E+18,mygeminist,TODAY IS THE DAY JAEMIN 1ST PHOTO EXHIBITION,Positive
293,1.81E+18,Sat Jun 29 00:41:45 +0000 2024,3,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/myluvlyjm/status/1806850509074313479,1.46E+18,myluvlyjm,JAEMIN PHOTOGRAPHER DEBUT,Positive
294,1.81E+18,Sat Jun 29 00:40:32 +0000 2024,0,lets go my baby JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/lamourjaem/status/1806850202600669335,1.67E+18,lamourjaem,lets go my baby JAEMIN PHOTOGRAPHER DEBUT,Positive
295,1.81E+18,Sat Jun 29 00:40:26 +0000 2024,0,Today is the day JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/bbangsooll/status/1806850175530590457,1.36E+18,bbangsooll,Today is the day JAEMIN PHOTOGRAPHER DEBUT,Positive
296,1.81E+18,Sat Jun 29 00:41:55 +0000 2024,0,TUDEY ToDAy Yo TodAy Narcissism e hibition will be held yow Proud of you yoww Na Jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,3,0,https://x.com/sweetnnamonroll/status/1806850551948472780,8.31E+17,sweetnnamonroll,TUDEY ToDAy Yo TodAy Narcissism e hibition will be held yow Proud of you yoww Na Jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
297,1.81E+18,Sat Jun 29 00:40:55 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/Huniechan12/status/1806850300575383892,1.57E+18,Huniechan12,JAEMIN PHOTOGRAPHER DEBUT,Positive
298,1.81E+18,Sat Jun 29 00:38:19 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/_itsnsnrf/status/1806849642631774276,1.69E+18,_itsnsnrf,JAEMIN PHOTOGRAPHER DEBUT,Positive
299,1.81E+18,Sat Jun 29 00:38:49 +0000 2024,1,ภูมิใจมากเลยย ขอบคุณที่ตั้งใจทำสิ่งนี้นะคับ ทุกคนชื่นชอบมากๆเลย แจมเก่งมาก ลูบหัววๆ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,10,https://x.com/tonyjaem/status/1806849768595022242,2290414357,tonyjaem,I'm very proud. Thank you for intending to do this. Everyone really liked it. He was very good at jamming. He rubbed his head. JAEMIN PHOTOGRAPHER DEBUT,Positive
300,1.81E+18,Sat Jun 29 00:40:14 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,4,0,https://x.com/jaexminno/status/1806850127476498595,1.57E+18,jaexminno,JAEMIN PHOTOGRAPHER DEBUT,Positive
301,1.81E+18,Sat Jun 29 00:26:37 +0000 2024,0,big suprt for jaemin s first e hibition JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/mommyofjenjaem/status/1806846699417292852,1.44E+18,mommyofjenjaem,big support for jaemin s first exhibition JAEMIN PHOTOGRAPHER DEBUT,Positive
302,1.81E+18,Sat Jun 29 00:26:18 +0000 2024,7,Ayang keren JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,in,0,4,2,https://x.com/000408nomin/status/1806846620698571075,1.72E+18,000408nomin,Cool darling JAEMIN PHOTOGRAPHER DEBUT,Positive
303,1.81E+18,Sat Jun 29 00:26:12 +0000 2024,1445,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,11,605,786,https://x.com/njmprotects/status/1806846595599901072,1.57E+18,njmprotects,JAEMIN PHOTOGRAPHER DEBUT,Positive
304,1.81E+18,Sat Jun 29 00:18:08 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/aejaeminjie/status/1806844565602894013,1.45E+18,aejaeminjie,JAEMIN PHOTOGRAPHER DEBUT,Positive
305,1.81E+18,Sat Jun 29 00:28:42 +0000 2024,9,วันนี้มียศเป็น Photographer JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,28,https://x.com/tonyjaem/status/1806847224988754199,2290414357,tonyjaem,Today my rank is Photographer JAEMIN PHOTOGRAPHER DEBUT.,Positive
306,1.81E+18,Sat Jun 29 00:19:22 +0000 2024,0,D DAY ‼ NA JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/mahaesmuse/status/1806844877105483901,1.38E+18,mahaesmuse,D DAY ‼ NA JAEMIN PHOTOGRAPHER DEBUT,Positive
307,1.81E+18,Sat Jun 29 00:23:10 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,1,0,https://x.com/jaemnoona1308/status/1806845832458903992,9.99E+17,jaemnoona1308,JAEMIN PHOTOGRAPHER DEBUT,Positive
308,1.81E+18,Sat Jun 29 00:19:05 +0000 2024,0,HIS PHOTOGRAPHER DEBU im so proud of u my jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/4jminna/status/1806844804929913043,9.86E+17,4jminna,HIS PHOTOGRAPHER DEBU im so proud of u my jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
309,1.81E+18,Sat Jun 29 00:26:17 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,1,0,https://x.com/namhaeyi913/status/1806846617943003325,1.68E+18,namhaeyi913,JAEMIN PHOTOGRAPHER DEBUT,Positive
310,1.81E+18,Sat Jun 29 00:24:40 +0000 2024,0,D day So e cited for you jaem JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/ohnamericano813/status/1806846209199648968,1.57E+18,ohnamericano813,D day So e cited for you jaem JAEMIN PHOTOGRAPHER DEBUT,Positive
311,1.81E+18,Sat Jun 29 00:27:10 +0000 2024,1,Congrats Jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/leejenmeow_/status/1806846836956856501,1.32E+18,leejenmeow_,Congrats Jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
312,1.81E+18,Sat Jun 29 00:25:23 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/littleauror/status/1806846389533704650,1.21E+18,littleauror,JAEMIN PHOTOGRAPHER DEBUT,Positive
313,1.81E+18,Sat Jun 29 00:25:46 +0000 2024,2,LEGG ‍ ‍ ‍ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,13,0,https://x.com/alterarsh/status/1806846483951681799,1.57E+18,alterarsh,ADD ‍ ‍ JAEMIN PHOTOGRAPHER DEBUT,Positive
314,1.81E+18,Sat Jun 29 00:26:12 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/nakochanniee/status/1806846596652675331,1.72E+18,nakochanniee,JAEMIN PHOTOGRAPHER DEBUT,Positive
315,1.81E+18,Sat Jun 29 00:28:49 +0000 2024,768,It s D Day for Jaemin 1st Photo E hibition Narcissism We are proud of you Na Jaemin JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,18,407,550,https://x.com/hourlyjaeminn/status/1806847252444647741,1.55E+18,hourlyjaeminn,It s D Day for Jaemin 1st Photo Exhibition Narcissism We are proud of you Na Jaemin JAEMIN PHOTOGRAPHER DEBUT,Positive
316,1.81E+18,Sat Jun 29 00:26:38 +0000 2024,0,คุณช่างภาพคนเก่งของเรา JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,und,0,0,0,https://x.com/hawfnagk/status/1806846705410908574,558411042,hawfnagk,Our talented photographer JAEMIN PHOTOGRAPHER DEBUT,Positive
317,1.81E+18,Sat Jun 29 00:22:35 +0000 2024,1,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,2,0,https://x.com/haechanstruly/status/1806845683238138321,1.64E+18,haechanstruly,JAEMIN PHOTOGRAPHER DEBUT,Positive
318,1.81E+18,Sat Jun 29 00:27:35 +0000 2024,0,TODAY IS NARCISSISM DAY JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,8,0,https://x.com/yongqinjm/status/1806846941118279900,1.57E+18,yongqinjm,TODAY IS NARCISSISM DAY JAEMIN PHOTOGRAPHER DEBUT,Positive
319,1.81E+18,Sat Jun 29 00:26:43 +0000 2024,0,CONGRATS BB JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,8,0,https://x.com/mmmarkleeuuu/status/1806846724524367993,1.32E+18,mmmarkleeuuu,CONGRATS BB JAEMIN PHOTOGRAPHER DEBUT,Positive
320,1.81E+18,Sat Jun 29 00:26:42 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/nanabaragiie/status/1806846722540499216,1.53E+18,nanabaragiie,JAEMIN PHOTOGRAPHER DEBUT,Positive
321,1.81E+18,Sat Jun 29 00:17:52 +0000 2024,2150,it s finally narcissism day JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,10,479,1068,https://x.com/jaeminners/status/1806844496375910716,1.31E+18,jaeminners,it s finally narcissism day JAEMIN PHOTOGRAPHER DEBUT,Positive
322,1.81E+18,Sat Jun 29 00:02:12 +0000 2024,6551,the long awaited jaemin s e hibition is finally happening today JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,150,645,3769,https://x.com/jjarchiv/status/1806840554036375724,8.46E+17,jjarchiv,the long awaited jaemin s e hibition is finally happening today JAEMIN PHOTOGRAPHER DEBUT,Positive
323,1.81E+18,Sat Jun 29 00:00:01 +0000 2024,3211,let s show our suprt for jaemin s first e hibition JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,41,1180,1702,https://x.com/archivesnjm/status/1806840005731467491,1.45E+18,archivesnjm,let s show our support for jaemin s first exhibition JAEMIN PHOTOGRAPHER DEBUT,Positive
324,1.81E+18,Sat Jun 29 00:17:55 +0000 2024,1916,super proud of you JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,15,493,877,https://x.com/jungshasa/status/1806844510825230462,1.31E+18,jungshasa,super proud of you JAEMIN PHOTOGRAPHER DEBUT,Positive
325,1.81E+18,Sat Jun 29 00:08:58 +0000 2024,2763,let s show our suprt for jaemin s nct first e hibition JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,ko,5,953,490,https://x.com/nct_menfess/status/1806842256697311534,1.28E+18,nct_menfess,let s show our support for jaemin s nct first exhibition JAEMIN PHOTOGRAPHER DEBUT,Positive
326,1.81E+18,Sat Jun 29 00:15:08 +0000 2024,0,D DAY JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/najaeminO813/status/1806843811295031606,7.99E+17,najaeminO813,D DAY JAEMIN PHOTOGRAPHER DEBUT,Positive
327,1.81E+18,Sat Jun 29 00:18:03 +0000 2024,0,CONGRATULATIONS JAEMI JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/glossienna/status/1806844545076023710,1.41E+18,glossienna,CONGRATULATIONS JAEMI JAEMIN PHOTOGRAPHER DEBUT,Positive
328,1.81E+18,Sat Jun 29 00:06:05 +0000 2024,2157,let s show our suprt for jaemin s first e hibition JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,14,510,1256,https://x.com/jjarchiv/status/1806841534584852861,8.46E+17,jjarchiv,let s show our support for jaemin s first exhibition JAEMIN PHOTOGRAPHER DEBUT,Positive
329,1.81E+18,Sat Jun 29 00:12:38 +0000 2024,7,the day has arrived make sure to suprt jaemin today with the hashtags JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,1,3,https://x.com/jaemthink/status/1806843182182781259,1.34E+18,jaemthink,the day has arrived make sure to support jaemin today with the hashtags JAEMIN PHOTOGRAPHER DEBUT,Positive
330,1.81E+18,Sat Jun 29 00:12:53 +0000 2024,0,i hope everything goes smoothly JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/njmorous/status/1806843244720033892,1.08E+18,njmorous,i hope everything goes smoothly JAEMIN PHOTOGRAPHER DEBUT,Positive
331,1.81E+18,Sat Jun 29 00:13:42 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/nanajaemion/status/1806843448965915019,1.27E+18,nanajaemion,JAEMIN PHOTOGRAPHER DEBUT,Positive
332,1.81E+18,Sat Jun 29 00:08:47 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/nanaakyoong/status/1806842210673156261,1.31E+18,nanaakyoong,JAEMIN PHOTOGRAPHER DEBUT,Positive
333,1.81E+18,Sat Jun 29 00:13:28 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/loveishosh/status/1806843389561983151,1.31E+18,loveishosh,JAEMIN PHOTOGRAPHER DEBUT,Positive
334,1.81E+18,Sat Jun 29 00:08:11 +0000 2024,3,D DAY JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,18,1,https://x.com/ainavirie/status/1806842062253572247,1.54E+18,ainavirie,D DAY JAEMIN PHOTOGRAPHER DEBUT,Positive
335,1.81E+18,Sat Jun 29 00:17:14 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/yyhhnaa/status/1806844336996340025,1.31E+18,yyhhnaa,JAEMIN PHOTOGRAPHER DEBUT,Positive
336,1.81E+18,Sat Jun 29 00:16:14 +0000 2024,0,D D Y I M S PROUD OF YOU JAEMIN JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/loveleejaem/status/1806844088580546886,1.60E+18,loveleejaem,D D Y I M S PROUD OF YOU JAEMIN JAEMIN PHOTOGRAPHER DEBUT,Positive
337,1.81E+18,Sat Jun 29 00:10:21 +0000 2024,0,นาแจมินดีที่สุด ภูมิใจในตัวคุณมาก ๆ รักนะ JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,th,0,0,0,https://x.com/921mp/status/1806842607752094064,9.15E+17,921mp,Na Jaemin is the best So proud of you. Love you. JAEMIN PHOTOGRAPHER DEBUT,Positive
338,1.81E+18,Sat Jun 29 00:16:41 +0000 2024,10,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,19,9,https://x.com/darIingnana/status/1806844199326896240,2479815091,darIingnana,JAEMIN PHOTOGRAPHER DEBUT,Positive
339,1.81E+18,Sat Jun 29 00:10:35 +0000 2024,9,Today is the most awaited day namely the ing day of the Jaemin NARCISSISM e hibition from Jaeminie s planning effort and hard work I hope everything goes smoothly and successfully and I hope everyone can praise and appreciate Jaemin s work he deserves a lot of love‼,1.81E+18,en,0,0,1,https://x.com/naaciki/status/1806842666669490432,1.74E+18,naaciki,Today is the most awaited day namely the ing day of the Jaemin NARCISSISM e hibition from Jaeminie s planning effort and hard work I hope everything goes smoothly and successfully and I hope everyone can praise and appreciate Jaemin s work he deserves a lot of love‼,Positive
340,1.81E+18,Sat Jun 29 00:07:14 +0000 2024,0,JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/jaeminlii/status/1806841822443913426,1.54E+18,jaeminlii,JAEMIN PHOTOGRAPHER DEBUT,Positive
341,1.81E+18,Tue Jul 02 16:02:58 +0000 2024,731,Before you speak on jaemin again,1.81E+18,en,22,0,369,https://x.com/Devilwearssuns/status/1808169503882105294,1.31E+18,Devilwearssuns,Before you speak on jaemin again,Positive
342,1.81E+18,Tue Jul 02 14:38:05 +0000 2024,6,🇵🇭 wts lfb ph go nct dream NCT JAEMIN NARCISSISM MAGAZINE VER PHOTOBOOK DISCOUNTED batch 5 4 SLOTS 1200 each 1 if payo sfeta isf to follow dop 50 dp payo rembal July 30 2024 mine to claim yours wait for my dm,1.81E+18,en,1,3,2,https://x.com/lililyx97/status/1808148143726645414,1.36E+18,lililyx97,🇵🇭 wts lfb ph go nct dream NCT JAEMIN NARCISSISM MAGAZINE VER PHOTOBOOK DISCOUNTED batch 5 4 SLOTS 1200 each 1 if payo sfeta isf to follow dop 50 dp payo rembal July 30 2024 mine to claim yours wait for my dm,Neutral
343,1.81E+18,Tue Jul 02 14:45:49 +0000 2024,60,재민아 고마워용,1.81E+18,ko,3,0,30,https://x.com/blueeee_813/status/1808150086666670488,1.45E+18,blueeee_813,"Jaemin, thank you",Neutral
344,1.81E+18,Tue Jul 02 17:01:38 +0000 2024,17,รับหิ้ว NARCISSISM JAEMIN 1st PHOTO EXHIBITION 。· นิทรรศการแจมิน รอบเข้า 5 6 7 ของถึงไทย 7 7 ค่าส่งเหมา 50฿ มีนัดรับอาทิตย์หน้า 9 7 สนใจ dm สอบถาม กรอกฟอร์ม,1.81E+18,th,1,1,22,https://x.com/__realplueay/status/1808184268801429879,945905892,__realplueay,"Accepting delivery of NARCISSISM JAEMIN 1st PHOTO EXHIBITION 。· Jaemin exhibition, entry round 5 6 7, items arrive in Thailand 7 7, shipping fee 50฿, appointment to pick up next week 9 7 If interested, dm to inquire, fill out the form.",Neutral
345,1.81E+18,Tue Jul 02 16:24:17 +0000 2024,4,NARCISSISM Jaemin 1st Photo E hibition MD secured ps 1 Special photobook was ordered separately pls read OC for those who have orders for shipping 2 Release date changed October when I bought them pls see 3rd pic,1.81E+18,en,1,0,0,https://x.com/NCT_296PH/status/1808174869340999716,1.26E+18,NCT_296PH,NARCISSISM Jaemin 1st Photo E hibition MD secured ps 1 Special photobook was ordered separately pls read OC for those who have orders for shipping 2 Release date changed October when I bought them pls see 3rd pic,Neutral
346,1.81E+18,Tue Jul 02 16:58:16 +0000 2024,0,Masii available sharing LP POSTER MD NARCISSISM di aku DM for claim mas ada 100 pcs yg bisa di take ‍ Wts sharing lp ster mark renjun jeno haechan jaemin chenle jisung narcissism,1.81E+18,in,1,2,0,https://x.com/bbmaryanis20/status/1808183420927070396,1.31E+18,bbmaryanis20,"Still available to share LP POSTER MD NARCISSISM with me DM for claim bro, there are 100 pcs that can be taken ‍ Wts sharing LP ster mark renjun jeno haechan jaemin chenle jisung narcissism",Neutral
347,1.81E+18,Tue Jul 02 15:19:48 +0000 2024,0,Pls delete also pls take a note to dont re edit the picture he edited it with his own and ured his love on it just please respect and appreciate his hard work ka edok JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/stuckingravitty/status/1808158640316244178,3778695913,stuckingravitty,Pls delete also pls take a note to dont re edit the picture he edited it with his own and ured his love on it just please respect and appreciate his hard work ka edok JAEMIN PHOTOGRAPHER DEBUT,Positive
348,1.81E+18,Tue Jul 02 17:05:33 +0000 2024,1,เปิดหาร LP แจมิน jaemin เหลือรูป 3 7 รูปล่ะ 98 บาท เหมา 2 รูปที่เหลือ 150 บาทไปเลย จึ้งๆ นัดรับ เซ็นลาด ยูเนี่ยน bts จตุจักร สยาม ใครสนใจ dm ได้เลยค่า,1.81E+18,th,1,1,0,https://x.com/platuforu/status/1808185252193751067,9.97E+17,platuforu,"Open to divide the LP Jaemin Jaemin, there are 3 7 pictures left, 98 baht each. Buy the remaining 2 pictures for 150 baht. Make an appointment to pick up at Zenlad Union, BTS Chatuchak, Siam. If anyone is interested, please dm.",Neutral
349,1.81E+18,Tue Jul 02 14:09:01 +0000 2024,0,ใครกำลังหาร้านพรี แนะนำร้าน เลอ โค้ดลดโหดมาก กดเองดสียเงินเอง จะไม่นอกใจร้านสีส้มอีกแล้ว ฟตบ อื่นๆ แนะนำกดแยกนะคะ ฟตบ ส่งช้ากว่า,1.81E+18,th,0,1,0,https://x.com/potterseonin94/status/1808140827346325976,533271370,potterseonin94,"Whoever is looking for a pre-order shop, I recommend Le Code shop. The discounts are very brutal. Press it yourself and pay yourself. I won't cheat on the orange shop again. Other FTBs, I recommend pressing separately. FTBs deliver more slowly.",Positive
350,1.81E+18,Tue Jul 02 17:29:18 +0000 2024,0,DAY 5 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,0,https://x.com/jy_parkkk/status/1808191231165714667,3068486072,jy_parkkk,DAY 5 JAEMIN PHOTOGRAPHER DEBUT,Positive
351,1.81E+18,Tue Jul 02 19:05:19 +0000 2024,5,[ Uma czennie não coreana compartilhou fotos da e sição Narcissism do Ela disse que ele teve o cuidado de gravar os áudio da e sição em inglês também para que czennies de outros lugares pudessem se conectar e entender a e sição,1.81E+18,pt,0,1,0,https://x.com/ncityBR/status/1808215394471366833,1.71E+18,ncityBR,[A non-Korean czennie shared photos of Narcissism's section. She said he took care to record the audio of the section in English as well so czennies from other places could connect and understand the section,Positive
352,1.81E+18,Tue Jul 02 23:47:50 +0000 2024,0,DAY 5 JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,7,0,https://x.com/jaempaaw/status/1808286492395295121,1.57E+18,jaempaaw,DAY 5 JAEMIN PHOTOGRAPHER DEBUT,Positive
353,1.81E+18,Tue Jul 02 15:53:19 +0000 2024,2,PLEASE delete also pls take a note to dont re edit the picture he edited it with his own and ured his love on it just please respect and appreciate his hard work JAEMIN PHOTOGRAPHER DEBUT,1.81E+18,en,0,0,2,https://x.com/jaaeemsgf/status/1808167076131148037,1.67E+18,jaaeemsgf,PLEASE delete also pls take a note to dont re edit the picture he edited it with his own and ured his love on it just please respect and appreciate his hard work JAEMIN PHOTOGRAPHER DEBUT,Positive
354,1.81E+18,Tue Jul 02 22:23:37 +0000 2024,0,ISO pink ball cap jaemin narcissism ‼,1.81E+18,en,0,0,0,https://x.com/lanoviadechenle/status/1808265296353841302,1.37E+18,lanoviadechenle,ISO pink ball cap jaemin narcissism ‼,Neutral
